year,geography1,geography2,diagnosis_groupings,measure,dataset,value,covid_period
2021,Health board of treatment,NHS Shetland,"Schizophrenia, schizotypal and delusional disorders",Number of discharges,Psychiatric,NA,COVID-19
2021,Health board of treatment,NHS Shetland,"Schizophrenia, schizotypal and delusional disorders","Crude rate of discharges (per 100,000 population)",Psychiatric,NA,COVID-19
2021,Health board of treatment,NHS Tayside,Disorders of adult personality and behaviour,Number of discharges,Total,185,COVID-19
2021,Health board of treatment,NHS Tayside,Disorders of adult personality and behaviour,"Crude rate of discharges (per 100,000 population)",Total,44.83,COVID-19
2021,Health board of treatment,NHS Tayside,Disorders of adult personality and behaviour,Number of discharges,Non-psychiatric,5,COVID-19
2021,Health board of treatment,NHS Tayside,Disorders of adult personality and behaviour,"Crude rate of discharges (per 100,000 population)",Non-psychiatric,1.21,COVID-19
2021,Health board of treatment,NHS Tayside,Disorders of adult personality and behaviour,Number of discharges,Psychiatric,180,COVID-19
2021,Health board of treatment,NHS Tayside,Disorders of adult personality and behaviour,"Crude rate of discharges (per 100,000 population)",Psychiatric,43.62,COVID-19
2021,Health board of treatment,NHS Tayside,Mental & behavioural disorders due to psychoactive substance use,Number of discharges,Total,1325,COVID-19
2021,Health board of treatment,NHS Tayside,Mental & behavioural disorders due to psychoactive substance use,"Crude rate of discharges (per 100,000 population)",Total,321.08,COVID-19
2021,Health board of treatment,NHS Tayside,Mental & behavioural disorders due to psychoactive substance use,Number of discharges,Non-psychiatric,900,COVID-19
2021,Health board of treatment,NHS Tayside,Mental & behavioural disorders due to psychoactive substance use,"Crude rate of discharges (per 100,000 population)",Non-psychiatric,218.09,COVID-19
2021,Health board of treatment,NHS Tayside,Mental & behavioural disorders due to psychoactive substance use,Number of discharges,Psychiatric,425,COVID-19
2021,Health board of treatment,NHS Tayside,Mental & behavioural disorders due to psychoactive substance use,"Crude rate of discharges (per 100,000 population)",Psychiatric,102.99,COVID-19
2021,Health board of treatment,NHS Tayside,Mood (affective) disorders,Number of discharges,Total,330,COVID-19
2021,Health board of treatment,NHS Tayside,Mood (affective) disorders,"Crude rate of discharges (per 100,000 population)",Total,79.97,COVID-19
2021,Health board of treatment,NHS Tayside,Mood (affective) disorders,Number of discharges,Non-psychiatric,15,COVID-19
2021,Health board of treatment,NHS Tayside,Mood (affective) disorders,"Crude rate of discharges (per 100,000 population)",Non-psychiatric,3.63,COVID-19
2021,Health board of treatment,NHS Tayside,Mood (affective) disorders,Number of discharges,Psychiatric,315,COVID-19
2021,Health board of treatment,NHS Tayside,Mood (affective) disorders,"Crude rate of discharges (per 100,000 population)",Psychiatric,76.33,COVID-19
2021,Health board of treatment,NHS Tayside,"Neurotic, stress-related, & somatoform disorders",Number of discharges,Total,265,COVID-19
2021,Health board of treatment,NHS Tayside,"Neurotic, stress-related, & somatoform disorders","Crude rate of discharges (per 100,000 population)",Total,64.22,COVID-19
2021,Health board of treatment,NHS Tayside,"Neurotic, stress-related, & somatoform disorders",Number of discharges,Non-psychiatric,90,COVID-19
2021,Health board of treatment,NHS Tayside,"Neurotic, stress-related, & somatoform disorders","Crude rate of discharges (per 100,000 population)",Non-psychiatric,21.81,COVID-19
2021,Health board of treatment,NHS Tayside,"Neurotic, stress-related, & somatoform disorders",Number of discharges,Psychiatric,175,COVID-19
2021,Health board of treatment,NHS Tayside,"Neurotic, stress-related, & somatoform disorders","Crude rate of discharges (per 100,000 population)",Psychiatric,42.41,COVID-19
2021,Health board of treatment,NHS Tayside,"Organic, including symptomatic, mental disorders",Number of discharges,Total,1010,COVID-19
2021,Health board of treatment,NHS Tayside,"Organic, including symptomatic, mental disorders","Crude rate of discharges (per 100,000 population)",Total,244.75,COVID-19
2021,Health board of treatment,NHS Tayside,"Organic, including symptomatic, mental disorders",Number of discharges,Non-psychiatric,870,COVID-19
2021,Health board of treatment,NHS Tayside,"Organic, including symptomatic, mental disorders","Crude rate of discharges (per 100,000 population)",Non-psychiatric,210.82,COVID-19
2021,Health board of treatment,NHS Tayside,"Organic, including symptomatic, mental disorders",Number of discharges,Psychiatric,140,COVID-19
2021,Health board of treatment,NHS Tayside,"Organic, including symptomatic, mental disorders","Crude rate of discharges (per 100,000 population)",Psychiatric,33.93,COVID-19
2021,Health board of treatment,NHS Tayside,Other selected diagnoses principally affecting children & young people,Number of discharges,Total,80,COVID-19
2021,Health board of treatment,NHS Tayside,Other selected diagnoses principally affecting children & young people,"Crude rate of discharges (per 100,000 population)",Total,19.39,COVID-19
2021,Health board of treatment,NHS Tayside,Other selected diagnoses principally affecting children & young people,Number of discharges,Non-psychiatric,30,COVID-19
2021,Health board of treatment,NHS Tayside,Other selected diagnoses principally affecting children & young people,"Crude rate of discharges (per 100,000 population)",Non-psychiatric,7.27,COVID-19
2021,Health board of treatment,NHS Tayside,Other selected diagnoses principally affecting children & young people,Number of discharges,Psychiatric,50,COVID-19
2021,Health board of treatment,NHS Tayside,Other selected diagnoses principally affecting children & young people,"Crude rate of discharges (per 100,000 population)",Psychiatric,12.12,COVID-19
2021,Health board of treatment,NHS Tayside,"Schizophrenia, schizotypal and delusional disorders",Number of discharges,Total,325,COVID-19
2021,Health board of treatment,NHS Tayside,"Schizophrenia, schizotypal and delusional disorders","Crude rate of discharges (per 100,000 population)",Total,78.76,COVID-19
2021,Health board of treatment,NHS Tayside,"Schizophrenia, schizotypal and delusional disorders",Number of discharges,Non-psychiatric,20,COVID-19
2021,Health board of treatment,NHS Tayside,"Schizophrenia, schizotypal and delusional disorders","Crude rate of discharges (per 100,000 population)",Non-psychiatric,4.85,COVID-19
2021,Health board of treatment,NHS Tayside,"Schizophrenia, schizotypal and delusional disorders",Number of discharges,Psychiatric,305,COVID-19
2021,Health board of treatment,NHS Tayside,"Schizophrenia, schizotypal and delusional disorders","Crude rate of discharges (per 100,000 population)",Psychiatric,73.91,COVID-19
2021,Health board of treatment,NHS Western Isles,Disorders of adult personality and behaviour,Number of discharges,Total,5,COVID-19
2021,Health board of treatment,NHS Western Isles,Disorders of adult personality and behaviour,"Crude rate of discharges (per 100,000 population)",Total,19.11,COVID-19
2021,Health board of treatment,NHS Western Isles,Disorders of adult personality and behaviour,Number of discharges,Non-psychiatric,0,COVID-19
2021,Health board of treatment,NHS Western Isles,Disorders of adult personality and behaviour,"Crude rate of discharges (per 100,000 population)",Non-psychiatric,0,COVID-19
2021,Health board of treatment,NHS Western Isles,Disorders of adult personality and behaviour,Number of discharges,Psychiatric,5,COVID-19
2021,Health board of treatment,NHS Western Isles,Disorders of adult personality and behaviour,"Crude rate of discharges (per 100,000 population)",Psychiatric,19.11,COVID-19
2021,Health board of treatment,NHS Western Isles,Mental & behavioural disorders due to psychoactive substance use,Number of discharges,Total,70,COVID-19
2021,Health board of treatment,NHS Western Isles,Mental & behavioural disorders due to psychoactive substance use,"Crude rate of discharges (per 100,000 population)",Total,267.48,COVID-19
2021,Health board of treatment,NHS Western Isles,Mental & behavioural disorders due to psychoactive substance use,Number of discharges,Non-psychiatric,65,COVID-19
2021,Health board of treatment,NHS Western Isles,Mental & behavioural disorders due to psychoactive substance use,"Crude rate of discharges (per 100,000 population)",Non-psychiatric,248.38,COVID-19
2021,Health board of treatment,NHS Western Isles,Mental & behavioural disorders due to psychoactive substance use,Number of discharges,Psychiatric,5,COVID-19
2021,Health board of treatment,NHS Western Isles,Mental & behavioural disorders due to psychoactive substance use,"Crude rate of discharges (per 100,000 population)",Psychiatric,19.11,COVID-19
2021,Health board of treatment,NHS Western Isles,Mood (affective) disorders,Number of discharges,Total,30,COVID-19
2021,Health board of treatment,NHS Western Isles,Mood (affective) disorders,"Crude rate of discharges (per 100,000 population)",Total,114.64,COVID-19
2021,Health board of treatment,NHS Western Isles,Mood (affective) disorders,Number of discharges,Non-psychiatric,10,COVID-19
2021,Health board of treatment,NHS Western Isles,Mood (affective) disorders,"Crude rate of discharges (per 100,000 population)",Non-psychiatric,38.21,COVID-19
2021,Health board of treatment,NHS Western Isles,Mood (affective) disorders,Number of discharges,Psychiatric,20,COVID-19
2021,Health board of treatment,NHS Western Isles,Mood (affective) disorders,"Crude rate of discharges (per 100,000 population)",Psychiatric,76.42,COVID-19
2021,Health board of treatment,NHS Western Isles,"Neurotic, stress-related, & somatoform disorders",Number of discharges,Total,15,COVID-19
2021,Health board of treatment,NHS Western Isles,"Neurotic, stress-related, & somatoform disorders","Crude rate of discharges (per 100,000 population)",Total,57.32,COVID-19
2021,Health board of treatment,NHS Western Isles,"Neurotic, stress-related, & somatoform disorders",Number of discharges,Non-psychiatric,5,COVID-19
2021,Health board of treatment,NHS Western Isles,"Neurotic, stress-related, & somatoform disorders","Crude rate of discharges (per 100,000 population)",Non-psychiatric,19.11,COVID-19
2021,Health board of treatment,NHS Western Isles,"Neurotic, stress-related, & somatoform disorders",Number of discharges,Psychiatric,10,COVID-19
2021,Health board of treatment,NHS Western Isles,"Neurotic, stress-related, & somatoform disorders","Crude rate of discharges (per 100,000 population)",Psychiatric,38.21,COVID-19
2021,Health board of treatment,NHS Western Isles,"Organic, including symptomatic, mental disorders",Number of discharges,Total,20,COVID-19
2021,Health board of treatment,NHS Western Isles,"Organic, including symptomatic, mental disorders","Crude rate of discharges (per 100,000 population)",Total,76.42,COVID-19
2021,Health board of treatment,NHS Western Isles,"Organic, including symptomatic, mental disorders",Number of discharges,Non-psychiatric,20,COVID-19
2021,Health board of treatment,NHS Western Isles,"Organic, including symptomatic, mental disorders","Crude rate of discharges (per 100,000 population)",Non-psychiatric,76.42,COVID-19
2021,Health board of treatment,NHS Western Isles,"Organic, including symptomatic, mental disorders",Number of discharges,Psychiatric,5,COVID-19
2021,Health board of treatment,NHS Western Isles,"Organic, including symptomatic, mental disorders","Crude rate of discharges (per 100,000 population)",Psychiatric,19.11,COVID-19
2021,Health board of treatment,NHS Western Isles,Other selected diagnoses principally affecting children & young people,Number of discharges,Total,0,COVID-19
2021,Health board of treatment,NHS Western Isles,Other selected diagnoses principally affecting children & young people,"Crude rate of discharges (per 100,000 population)",Total,0,COVID-19
